race_wa,age_1985,gender,free_lunch,class_size,read_score,math_score,list_score,school_id,treatment,test_score,percentile
TRUE,5,FEMALE,FREE LUNCH,12,445,468,520,162184,SMALL CLASS,1433,0.422389628591451
FALSE,6,FEMALE,FREE LUNCH,12,428,489,595,244796,SMALL CLASS,1512,0.72740014015417
FALSE,5,MALE,FREE LUNCH,14,414,500,516,244806,SMALL CLASS,1430,0.40749824807288
FALSE,5,FEMALE,FREE LUNCH,27,467,489,545,159171,REGULAR + AIDE CLASS,1501,0.693237561317449
TRUE,5,MALE,NON-FREE LUNCH,17,461,559,560,169229,SMALL CLASS,1580,0.882620882971268
TRUE,5,MALE,FREE LUNCH,12,398,459,545,162184,SMALL CLASS,1402,0.296426068675543
FALSE,5,FEMALE,FREE LUNCH,25,400,399,486,244723,REGULAR + AIDE CLASS,1285,0.0199719691660827
FALSE,7,MALE,FREE LUNCH,25,414,463,509,244723,REGULAR + AIDE CLASS,1386,0.240889978976875
TRUE,5,MALE,NON-FREE LUNCH,24,414,434,498,169229,REGULAR + AIDE CLASS,1346,0.116152768044849
TRUE,5,MALE,FREE LUNCH,22,451,506,560,169229,REGULAR CLASS,1517,0.741941135248774
FALSE,5,FEMALE,FREE LUNCH,17,414,434,505,244723,SMALL CLASS,1353,0.133321653819201
FALSE,5,MALE,FREE LUNCH,25,485,536,545,244806,REGULAR + AIDE CLASS,1566,0.857042747021724
FALSE,6,MALE,FREE LUNCH,20,397,434,494,244755,REGULAR + AIDE CLASS,1325,0.0721793973370708
FALSE,5,MALE,NON-FREE LUNCH,12,411,473,498,244796,SMALL CLASS,1382,0.226699369306237
TRUE,5,MALE,NON-FREE LUNCH,22,427,459,545,169229,REGULAR CLASS,1431,0.413279607568325
TRUE,6,MALE,NON-FREE LUNCH,21,461,536,565,169280,REGULAR CLASS,1562,0.851436580238262
TRUE,5,MALE,FREE LUNCH,27,414,454,486,180344,REGULAR + AIDE CLASS,1354,0.135774351786966
TRUE,6,MALE,FREE LUNCH,21,451,547,554,201449,REGULAR + AIDE CLASS,1552,0.830238262088297
TRUE,5,MALE,NON-FREE LUNCH,21,448,494,554,257905,REGULAR CLASS,1496,0.676419060967064
TRUE,7,MALE,FREE LUNCH,23,393,418,466,215533,REGULAR CLASS,1277,0.0143658023826209
FALSE,6,MALE,FREE LUNCH,22,440,439,571,244755,REGULAR CLASS,1450,0.491765942536791
FALSE,7,FEMALE,FREE LUNCH,16,407,449,524,244818,SMALL CLASS,1380,0.21916608269096
TRUE,7,FEMALE,FREE LUNCH,21,419,434,512,201449,REGULAR + AIDE CLASS,1365,0.170112123335669
TRUE,7,FEMALE,FREE LUNCH,20,443,459,545,193422,REGULAR + AIDE CLASS,1447,0.480203223545901
TRUE,7,MALE,NON-FREE LUNCH,22,440,484,536,169229,REGULAR CLASS,1460,0.531709880868956
TRUE,7,MALE,FREE LUNCH,19,390,444,498,112038,REGULAR + AIDE CLASS,1332,0.0853188507358094
TRUE,7,MALE,FREE LUNCH,19,402,478,540,112038,REGULAR + AIDE CLASS,1420,0.364225648213034
TRUE,7,FEMALE,FREE LUNCH,18,407,454,516,128068,REGULAR CLASS,1377,0.210581639803784
TRUE,7,FEMALE,FREE LUNCH,25,403,429,524,166203,REGULAR CLASS,1356,0.142782060266293
TRUE,7,MALE,FREE LUNCH,19,408,429,512,112038,REGULAR CLASS,1349,0.123861247372109
TRUE,7,FEMALE,NON-FREE LUNCH,20,436,459,545,189378,REGULAR + AIDE CLASS,1440,0.453573931324457
TRUE,7,FEMALE,FREE LUNCH,21,422,418,482,128079,REGULAR + AIDE CLASS,1322,0.0669236159775753
TRUE,7,FEMALE,FREE LUNCH,24,428,459,516,205488,REGULAR CLASS,1403,0.300805886475123
FALSE,6,FEMALE,FREE LUNCH,23,398,384,479,221571,REGULAR + AIDE CLASS,1261,0.00805886475122635
FALSE,7,FEMALE,FREE LUNCH,23,382,405,540,215533,REGULAR + AIDE CLASS,1327,0.0765592151366503
TRUE,6,FEMALE,FREE LUNCH,23,431,489,532,257899,REGULAR + AIDE CLASS,1452,0.498948843728101
TRUE,7,FEMALE,FREE LUNCH,25,418,463,536,228606,REGULAR + AIDE CLASS,1417,0.349334267694464
TRUE,7,MALE,NON-FREE LUNCH,22,421,500,554,225585,REGULAR CLASS,1475,0.596881569726699
TRUE,7,FEMALE,FREE LUNCH,24,424,444,520,189382,REGULAR + AIDE CLASS,1388,0.24614576033637
FALSE,7,FEMALE,FREE LUNCH,21,413,468,549,244764,REGULAR + AIDE CLASS,1430,0.40749824807288
TRUE,7,FEMALE,FREE LUNCH,19,405,429,509,112038,REGULAR + AIDE CLASS,1343,0.108269096005606
TRUE,7,MALE,FREE LUNCH,21,418,434,498,257905,REGULAR + AIDE CLASS,1350,0.126313945339874
TRUE,7,MALE,NON-FREE LUNCH,21,436,528,549,128079,REGULAR + AIDE CLASS,1513,0.730028030833917
TRUE,7,MALE,FREE LUNCH,23,448,489,524,128068,REGULAR + AIDE CLASS,1461,0.536615276804485
TRUE,7,FEMALE,FREE LUNCH,21,408,484,549,225585,REGULAR + AIDE CLASS,1441,0.456552207428171
FALSE,6,FEMALE,FREE LUNCH,23,431,473,536,244776,REGULAR CLASS,1440,0.453573931324457
TRUE,6,MALE,FREE LUNCH,23,453,536,540,244745,REGULAR CLASS,1529,0.778381219341275
FALSE,6,MALE,FREE LUNCH,15,425,500,540,244736,SMALL CLASS,1465,0.553258584442887
TRUE,6,FEMALE,FREE LUNCH,24,419,439,512,128079,REGULAR CLASS,1370,0.183952347582341
FALSE,7,MALE,FREE LUNCH,26,428,439,528,244774,REGULAR CLASS,1395,0.27312543798178
TRUE,6,MALE,NON-FREE LUNCH,25,447,528,554,169229,REGULAR CLASS,1529,0.778381219341275
TRUE,6,FEMALE,NON-FREE LUNCH,25,398,439,498,169229,REGULAR CLASS,1335,0.0911002102312544
FALSE,6,FEMALE,FREE LUNCH,27,443,494,512,244697,REGULAR + AIDE CLASS,1449,0.486510161177295
TRUE,6,MALE,FREE LUNCH,22,428,489,549,201449,REGULAR + AIDE CLASS,1466,0.55781359495445
FALSE,6,FEMALE,FREE LUNCH,16,414,429,479,244697,SMALL CLASS,1322,0.0669236159775753
TRUE,6,FEMALE,NON-FREE LUNCH,15,436,506,622,244801,SMALL CLASS,1564,0.854414856341976
TRUE,6,MALE,FREE LUNCH,17,414,449,549,191411,REGULAR CLASS,1412,0.331990189208129
FALSE,6,FEMALE,FREE LUNCH,23,440,559,565,244780,REGULAR CLASS,1564,0.854414856341976
TRUE,6,MALE,FREE LUNCH,22,407,473,545,208501,REGULAR + AIDE CLASS,1425,0.3843728100911
FALSE,6,MALE,FREE LUNCH,24,437,506,528,215533,REGULAR CLASS,1471,0.577785564120533
FALSE,6,MALE,NON-FREE LUNCH,21,398,434,520,201449,REGULAR + AIDE CLASS,1352,0.130868955851437
TRUE,6,MALE,FREE LUNCH,17,408,449,509,205492,SMALL CLASS,1366,0.173265592151367
TRUE,5,MALE,FREE LUNCH,27,456,602,578,244745,REGULAR + AIDE CLASS,1636,0.949544498948844
TRUE,6,MALE,FREE LUNCH,17,436,468,524,218562,REGULAR + AIDE CLASS,1428,0.397337070777856
TRUE,6,MALE,FREE LUNCH,24,403,489,524,128076,REGULAR + AIDE CLASS,1416,0.345304835318851
TRUE,6,MALE,NON-FREE LUNCH,19,461,559,607,203452,REGULAR CLASS,1627,0.942536790469516
FALSE,6,FEMALE,FREE LUNCH,15,419,439,528,205490,SMALL CLASS,1386,0.240889978976875
TRUE,6,MALE,FREE LUNCH,24,433,444,516,205488,REGULAR CLASS,1393,0.266117729502453
TRUE,6,FEMALE,NON-FREE LUNCH,20,485,513,549,252885,REGULAR CLASS,1547,0.821829011913104
FALSE,6,MALE,FREE LUNCH,15,458,602,528,244755,SMALL CLASS,1588,0.894533987386125
TRUE,6,MALE,FREE LUNCH,24,405,429,516,257899,REGULAR CLASS,1350,0.126313945339874
TRUE,6,MALE,FREE LUNCH,19,410,468,540,112038,REGULAR + AIDE CLASS,1418,0.354765241765943
FALSE,6,FEMALE,FREE LUNCH,19,408,449,494,112038,REGULAR CLASS,1351,0.128591450595655
TRUE,6,MALE,FREE LUNCH,18,430,478,540,128068,REGULAR CLASS,1448,0.483356692361598
FALSE,6,MALE,FREE LUNCH,24,433,494,545,205490,REGULAR CLASS,1472,0.581639803784163
FALSE,6,MALE,FREE LUNCH,24,433,463,540,205490,REGULAR + AIDE CLASS,1436,0.434828311142257
FALSE,6,MALE,FREE LUNCH,23,450,468,474,244776,REGULAR + AIDE CLASS,1392,0.262438682550806
TRUE,6,MALE,NON-FREE LUNCH,22,456,439,532,234628,REGULAR CLASS,1427,0.392431674842327
FALSE,6,FEMALE,NON-FREE LUNCH,17,436,484,549,205492,SMALL CLASS,1469,0.568149964961458
FALSE,6,FEMALE,FREE LUNCH,23,436,473,536,205492,REGULAR CLASS,1445,0.472669936930624
TRUE,6,FEMALE,NON-FREE LUNCH,24,458,576,595,205488,REGULAR CLASS,1629,0.943938332165382
FALSE,6,MALE,FREE LUNCH,22,405,478,545,244755,REGULAR CLASS,1428,0.397337070777856
TRUE,6,MALE,NON-FREE LUNCH,22,411,439,520,205491,REGULAR CLASS,1370,0.183952347582341
FALSE,6,FEMALE,FREE LUNCH,24,410,439,528,205490,REGULAR + AIDE CLASS,1377,0.210581639803784
FALSE,6,FEMALE,FREE LUNCH,16,485,506,540,205492,SMALL CLASS,1531,0.782585844428872
TRUE,6,MALE,NON-FREE LUNCH,19,460,602,607,203452,REGULAR CLASS,1669,0.96864050455501
TRUE,6,FEMALE,FREE LUNCH,21,453,528,571,161183,REGULAR + AIDE CLASS,1552,0.830238262088297
TRUE,6,FEMALE,NON-FREE LUNCH,16,580,500,554,128079,SMALL CLASS,1634,0.948318149964961
TRUE,6,FEMALE,NON-FREE LUNCH,22,443,506,536,161183,REGULAR CLASS,1485,0.634723195515067
TRUE,6,FEMALE,NON-FREE LUNCH,17,495,559,595,205488,SMALL CLASS,1649,0.959355290819902
FALSE,6,FEMALE,FREE LUNCH,24,403,418,486,205490,REGULAR CLASS,1307,0.0444989488437281
TRUE,6,MALE,NON-FREE LUNCH,23,439,449,505,203452,REGULAR + AIDE CLASS,1393,0.266117729502453
FALSE,6,FEMALE,FREE LUNCH,23,434,528,524,205492,REGULAR CLASS,1486,0.639103013314646
TRUE,6,MALE,NON-FREE LUNCH,24,431,463,565,180344,REGULAR + AIDE CLASS,1459,0.526804484933427
TRUE,6,FEMALE,FREE LUNCH,23,431,429,501,205491,REGULAR + AIDE CLASS,1361,0.156096706377015
TRUE,6,FEMALE,NON-FREE LUNCH,24,414,412,516,161176,REGULAR CLASS,1342,0.105816398037842
TRUE,6,FEMALE,FREE LUNCH,13,418,473,505,128068,SMALL CLASS,1396,0.276629292221444
TRUE,5,MALE,FREE LUNCH,14,434,528,560,231616,SMALL CLASS,1522,0.756306937631395
FALSE,7,MALE,FREE LUNCH,25,428,463,532,244806,REGULAR + AIDE CLASS,1423,0.375963559915908
TRUE,6,MALE,FREE LUNCH,14,447,500,565,205491,SMALL CLASS,1512,0.72740014015417
TRUE,6,MALE,NON-FREE LUNCH,14,407,412,479,209510,SMALL CLASS,1298,0.033812193412754
TRUE,6,MALE,FREE LUNCH,16,434,528,528,193423,SMALL CLASS,1490,0.654344779257183
TRUE,6,MALE,FREE LUNCH,23,388,412,498,221571,REGULAR + AIDE CLASS,1298,0.033812193412754
TRUE,6,MALE,NON-FREE LUNCH,25,431,429,536,244818,REGULAR CLASS,1396,0.276629292221444
FALSE,6,MALE,FREE LUNCH,15,393,418,486,244801,SMALL CLASS,1297,0.0324106517168886
TRUE,6,MALE,NON-FREE LUNCH,24,424,473,520,169229,REGULAR + AIDE CLASS,1417,0.349334267694464
FALSE,6,MALE,FREE LUNCH,21,397,489,524,244708,REGULAR CLASS,1410,0.324281709880869
FALSE,6,MALE,FREE LUNCH,26,391,392,486,244723,REGULAR CLASS,1269,0.0103363700070077
FALSE,6,FEMALE,FREE LUNCH,17,485,559,586,244780,SMALL CLASS,1630,0.944814295725298
TRUE,6,FEMALE,NON-FREE LUNCH,23,442,454,565,168211,REGULAR + AIDE CLASS,1461,0.536615276804485
TRUE,6,FEMALE,FREE LUNCH,14,453,559,505,252885,SMALL CLASS,1517,0.741941135248774
FALSE,6,MALE,FREE LUNCH,26,395,434,494,244774,REGULAR CLASS,1323,0.0681499649614576
TRUE,6,MALE,FREE LUNCH,16,413,454,516,112038,SMALL CLASS,1383,0.229677645409951
FALSE,6,MALE,FREE LUNCH,21,422,429,494,244727,REGULAR + AIDE CLASS,1345,0.112824106517169
TRUE,6,MALE,NON-FREE LUNCH,21,390,429,461,164198,REGULAR CLASS,1280,0.0171688857743518
TRUE,6,MALE,NON-FREE LUNCH,22,416,506,586,234628,REGULAR CLASS,1508,0.714260686755431
TRUE,6,MALE,NON-FREE LUNCH,16,403,444,501,168211,SMALL CLASS,1348,0.122109320252278
TRUE,6,MALE,NON-FREE LUNCH,24,453,473,498,169229,REGULAR + AIDE CLASS,1424,0.380343377715487
TRUE,6,FEMALE,NON-FREE LUNCH,15,434,489,528,244745,SMALL CLASS,1451,0.495094604064471
FALSE,6,FEMALE,FREE LUNCH,23,478,547,586,244780,REGULAR + AIDE CLASS,1611,0.926944639103013
FALSE,6,MALE,FREE LUNCH,17,410,463,532,244776,SMALL CLASS,1405,0.309740714786265
TRUE,6,FEMALE,NON-FREE LUNCH,24,436,459,509,189382,REGULAR + AIDE CLASS,1404,0.304134548002803
FALSE,5,MALE,FREE LUNCH,23,433,463,509,244776,REGULAR CLASS,1405,0.309740714786265
FALSE,6,MALE,FREE LUNCH,24,421,506,516,244801,REGULAR + AIDE CLASS,1443,0.464260686755431
FALSE,6,MALE,FREE LUNCH,24,400,429,498,205490,REGULAR CLASS,1327,0.0765592151366503
TRUE,6,MALE,FREE LUNCH,15,405,439,505,208501,SMALL CLASS,1349,0.123861247372109
TRUE,6,FEMALE,NON-FREE LUNCH,16,450,513,540,193423,SMALL CLASS,1503,0.698142957252978
TRUE,6,FEMALE,NON-FREE LUNCH,24,422,547,516,244801,REGULAR CLASS,1485,0.634723195515067
TRUE,6,FEMALE,NON-FREE LUNCH,16,437,463,554,228606,SMALL CLASS,1454,0.506131744919411
FALSE,6,FEMALE,NON-FREE LUNCH,21,421,506,516,244727,REGULAR CLASS,1443,0.464260686755431
FALSE,6,MALE,FREE LUNCH,13,460,500,520,244796,SMALL CLASS,1480,0.617554309740715
FALSE,6,FEMALE,FREE LUNCH,21,416,468,501,244736,REGULAR CLASS,1385,0.237210932025228
FALSE,6,MALE,FREE LUNCH,15,421,506,486,244776,SMALL CLASS,1413,0.334968465311843
TRUE,6,FEMALE,NON-FREE LUNCH,25,428,489,554,244818,REGULAR CLASS,1471,0.577785564120533
FALSE,6,MALE,FREE LUNCH,16,463,536,532,244746,SMALL CLASS,1531,0.782585844428872
FALSE,6,MALE,FREE LUNCH,16,414,478,494,244774,SMALL CLASS,1386,0.240889978976875
FALSE,6,FEMALE,NON-FREE LUNCH,17,450,536,520,244727,SMALL CLASS,1506,0.70812894183602
FALSE,6,MALE,FREE LUNCH,27,424,429,505,244697,REGULAR + AIDE CLASS,1358,0.146636299929923
FALSE,6,FEMALE,NON-FREE LUNCH,21,448,473,524,244727,REGULAR + AIDE CLASS,1445,0.472669936930624
FALSE,6,FEMALE,FREE LUNCH,15,503,576,578,244755,SMALL CLASS,1657,0.963735108619481
FALSE,6,MALE,FREE LUNCH,26,440,536,554,244774,REGULAR + AIDE CLASS,1530,0.779607568325158
FALSE,6,FEMALE,FREE LUNCH,25,470,463,554,244806,REGULAR CLASS,1487,0.643482831114226
FALSE,6,MALE,FREE LUNCH,27,433,468,509,244697,REGULAR + AIDE CLASS,1410,0.324281709880869
FALSE,6,FEMALE,FREE LUNCH,27,431,468,512,244697,REGULAR + AIDE CLASS,1411,0.328486334968465
FALSE,6,FEMALE,FREE LUNCH,22,424,459,528,244755,REGULAR + AIDE CLASS,1411,0.328486334968465
FALSE,6,FEMALE,FREE LUNCH,22,436,459,509,244755,REGULAR + AIDE CLASS,1404,0.304134548002803
FALSE,6,MALE,FREE LUNCH,19,442,444,528,244746,REGULAR + AIDE CLASS,1414,0.339348283111423
FALSE,5,MALE,FREE LUNCH,16,434,506,536,244755,SMALL CLASS,1476,0.600735809390329
FALSE,6,FEMALE,FREE LUNCH,22,421,454,509,244708,REGULAR + AIDE CLASS,1384,0.232831114225648
FALSE,6,FEMALE,NON-FREE LUNCH,16,465,520,586,244818,SMALL CLASS,1571,0.867379117028732
FALSE,6,FEMALE,NON-FREE LUNCH,21,442,528,578,244839,REGULAR CLASS,1548,0.823405746320953
FALSE,6,FEMALE,FREE LUNCH,22,388,429,520,244708,REGULAR CLASS,1337,0.0961807988787666
FALSE,6,MALE,FREE LUNCH,16,419,463,524,244697,SMALL CLASS,1406,0.313594954449895
FALSE,6,FEMALE,FREE LUNCH,27,410,459,505,244697,REGULAR + AIDE CLASS,1374,0.197091800981079
FALSE,6,MALE,FREE LUNCH,26,461,478,571,244806,REGULAR CLASS,1510,0.721443587946741
TRUE,6,FEMALE,NON-FREE LUNCH,24,443,500,545,244801,REGULAR CLASS,1488,0.647337070777856
FALSE,6,MALE,FREE LUNCH,12,431,423,524,244796,SMALL CLASS,1378,0.213910301331465
FALSE,6,FEMALE,NON-FREE LUNCH,23,490,602,595,244839,REGULAR CLASS,1687,0.977575332866153
FALSE,6,MALE,FREE LUNCH,22,388,405,520,244708,REGULAR CLASS,1313,0.053083391730904
FALSE,6,MALE,FREE LUNCH,16,428,468,532,244697,SMALL CLASS,1428,0.397337070777856
FALSE,6,MALE,FREE LUNCH,27,416,439,509,244697,REGULAR + AIDE CLASS,1364,0.165381920112123
FALSE,6,FEMALE,FREE LUNCH,27,414,484,520,244697,REGULAR + AIDE CLASS,1418,0.354765241765943
FALSE,6,MALE,FREE LUNCH,16,425,439,528,244746,SMALL CLASS,1392,0.262438682550806
FALSE,6,FEMALE,FREE LUNCH,19,430,489,516,244796,REGULAR CLASS,1435,0.43114926419061
FALSE,6,FEMALE,NON-FREE LUNCH,14,433,506,524,244799,SMALL CLASS,1463,0.544498948843728
FALSE,6,MALE,FREE LUNCH,14,425,468,482,244806,SMALL CLASS,1375,0.200946040644709
FALSE,6,MALE,FREE LUNCH,19,419,468,536,244796,REGULAR CLASS,1423,0.375963559915908
FALSE,6,FEMALE,FREE LUNCH,25,461,494,554,244806,REGULAR + AIDE CLASS,1509,0.716362999299229
FALSE,6,MALE,FREE LUNCH,20,434,500,554,244755,REGULAR CLASS,1488,0.647337070777856
FALSE,6,FEMALE,FREE LUNCH,27,430,513,545,244697,REGULAR + AIDE CLASS,1488,0.647337070777856
FALSE,6,MALE,FREE LUNCH,16,442,506,571,244708,SMALL CLASS,1519,0.747021723896286
FALSE,6,MALE,FREE LUNCH,14,422,468,509,244799,SMALL CLASS,1399,0.286615276804485
FALSE,6,MALE,FREE LUNCH,26,400,429,501,244723,REGULAR + AIDE CLASS,1330,0.0816398037841626
FALSE,6,FEMALE,NON-FREE LUNCH,21,427,576,560,244746,REGULAR CLASS,1563,0.852662929222144
FALSE,6,MALE,FREE LUNCH,26,408,449,512,244697,REGULAR CLASS,1369,0.181499649614576
FALSE,6,FEMALE,NON-FREE LUNCH,16,443,489,505,244801,SMALL CLASS,1437,0.439208128941836
FALSE,6,MALE,FREE LUNCH,20,458,478,565,244755,REGULAR + AIDE CLASS,1501,0.693237561317449
TRUE,6,MALE,NON-FREE LUNCH,23,442,520,540,168214,REGULAR + AIDE CLASS,1502,0.695690259285214
FALSE,6,FEMALE,FREE LUNCH,22,413,454,482,244818,REGULAR + AIDE CLASS,1349,0.123861247372109
FALSE,6,FEMALE,NON-FREE LUNCH,23,480,602,622,244839,REGULAR CLASS,1704,0.982130343377715
TRUE,6,MALE,NON-FREE LUNCH,24,448,528,549,244801,REGULAR + AIDE CLASS,1525,0.765066573230554
FALSE,6,FEMALE,NON-FREE LUNCH,28,445,484,540,244745,REGULAR + AIDE CLASS,1469,0.568149964961458
FALSE,6,FEMALE,FREE LUNCH,23,439,513,509,244776,REGULAR CLASS,1461,0.536615276804485
FALSE,6,FEMALE,FREE LUNCH,22,467,520,516,244776,REGULAR + AIDE CLASS,1503,0.698142957252978
TRUE,6,FEMALE,NON-FREE LUNCH,15,445,500,532,244801,SMALL CLASS,1477,0.605115627189909
FALSE,6,FEMALE,FREE LUNCH,15,447,528,532,244736,SMALL CLASS,1507,0.711107217939734
FALSE,6,FEMALE,FREE LUNCH,19,447,459,532,244746,REGULAR + AIDE CLASS,1438,0.444463910301332
FALSE,6,MALE,FREE LUNCH,21,380,399,490,244708,REGULAR CLASS,1269,0.0103363700070077
TRUE,6,MALE,FREE LUNCH,17,405,484,524,257899,SMALL CLASS,1413,0.334968465311843
FALSE,6,FEMALE,FREE LUNCH,16,439,602,524,244774,SMALL CLASS,1565,0.855991590749825
FALSE,6,FEMALE,FREE LUNCH,24,430,454,560,244818,REGULAR CLASS,1444,0.468465311843027
FALSE,6,FEMALE,FREE LUNCH,25,419,454,509,244723,REGULAR + AIDE CLASS,1382,0.226699369306237
FALSE,6,MALE,FREE LUNCH,13,403,459,509,244796,SMALL CLASS,1371,0.188156972669937
FALSE,6,FEMALE,FREE LUNCH,21,433,500,512,244727,REGULAR + AIDE CLASS,1445,0.472669936930624
FALSE,6,MALE,FREE LUNCH,26,424,439,520,244723,REGULAR + AIDE CLASS,1383,0.229677645409951
FALSE,6,MALE,FREE LUNCH,21,397,434,486,244746,REGULAR CLASS,1317,0.0600911002102313
FALSE,6,MALE,FREE LUNCH,22,500,506,532,244774,REGULAR + AIDE CLASS,1538,0.801681850035039
FALSE,6,MALE,FREE LUNCH,23,414,434,512,244776,REGULAR + AIDE CLASS,1360,0.152592852137351
TRUE,6,MALE,FREE LUNCH,16,402,429,516,112038,SMALL CLASS,1347,0.120182200420463
FALSE,6,MALE,FREE LUNCH,23,470,602,578,244780,REGULAR CLASS,1650,0.959880868955852
FALSE,6,MALE,NON-FREE LUNCH,13,447,506,545,244796,SMALL CLASS,1498,0.684302733006307
TRUE,6,MALE,FREE LUNCH,24,411,449,540,128076,REGULAR + AIDE CLASS,1400,0.289768745620182
FALSE,6,FEMALE,FREE LUNCH,17,424,473,532,244728,REGULAR CLASS,1429,0.402417659425368
FALSE,6,FEMALE,FREE LUNCH,23,474,478,486,244776,REGULAR + AIDE CLASS,1438,0.444463910301332
FALSE,6,MALE,FREE LUNCH,22,414,444,494,244708,REGULAR CLASS,1352,0.130868955851437
FALSE,6,MALE,FREE LUNCH,26,395,434,494,244774,REGULAR + AIDE CLASS,1323,0.0681499649614576
FALSE,6,MALE,FREE LUNCH,22,411,449,486,244708,REGULAR CLASS,1346,0.116152768044849
FALSE,6,FEMALE,FREE LUNCH,15,461,454,512,244697,SMALL CLASS,1427,0.392431674842327
FALSE,6,MALE,FREE LUNCH,21,358,384,494,244708,REGULAR CLASS,1236,0.00262789067974772
